,Date,Close,Volume
0,12/18/2013,18.9,5457200
1,12/19/2013,19.49,1605400
2,12/20/2013,19.68,737100
3,12/23/2013,19.74,698100
4,12/24/2013,19.530001000000002,213700
5,12/26/2013,19.780001000000002,416500
6,12/27/2013,20.139999,758200
7,12/30/2013,19.98,246800
8,12/31/2013,20.549999,313900
9,1/2/2014,20.18,425800
10,1/3/2014,20.02,298700
11,1/6/2014,20.01,509700
12,1/7/2014,20.049999,856800
13,1/8/2014,19.959999,497900
14,1/9/2014,20.030001000000002,290200
15,1/10/2014,20.040001,660100
16,1/13/2014,19.98,392600
17,1/14/2014,20.120001000000002,215800
18,1/15/2014,19.99,311800
19,1/16/2014,20.299999,279300
20,1/17/2014,20.24,131400
21,1/21/2014,20.85,620300
22,1/22/2014,21.26,326800
23,1/23/2014,21.27,154300
24,1/24/2014,21.370001000000002,409000
25,1/27/2014,21.35,497200
26,1/28/2014,21.91,332600
27,1/29/2014,21.639999,77200
28,1/30/2014,21.530001000000002,122700
29,1/31/2014,21.370001000000002,230800
30,2/3/2014,21.049999,232200
31,2/4/2014,21.02,311500
32,2/5/2014,21.040001,362000
33,2/6/2014,21.16,211600
34,2/7/2014,21.32,129900
35,2/10/2014,21.370001000000002,118300
36,2/11/2014,21.77,156200
37,2/12/2014,22.040001,147900
38,2/13/2014,22.1,183400
39,2/14/2014,22.0,172600
40,2/18/2014,21.99,183800
41,2/19/2014,21.93,210900
42,2/20/2014,21.950001,179800
43,2/21/2014,22.309998999999998,303800
44,2/24/2014,22.389999,245400
45,2/25/2014,22.469998999999998,252800
46,2/26/2014,22.52,567500
47,2/27/2014,22.74,374300
48,2/28/2014,22.889999,306200
49,3/3/2014,22.950001,432900
50,3/4/2014,23.98,1157200
51,3/5/2014,24.66,355400
52,3/6/2014,25.219998999999998,351300
53,3/7/2014,25.469998999999998,487700
54,3/10/2014,24.809998999999998,398500
55,3/11/2014,23.98,1226700
56,3/12/2014,23.290001,508100
57,3/13/2014,23.870001000000002,827600
58,3/14/2014,24.110001,567000
59,3/17/2014,25.059998999999998,868000
60,3/18/2014,24.4,547500
61,3/19/2014,23.58,569200
62,3/20/2014,23.51,429200
63,3/21/2014,23.059998999999998,1645900
64,3/24/2014,23.18,385500
65,3/25/2014,24.01,398400
66,3/26/2014,23.860001,238200
67,3/27/2014,23.42,284300
68,3/28/2014,23.9,283600
69,3/31/2014,24.25,2337300
70,4/1/2014,24.719998999999998,374600
71,4/2/2014,24.799999,321500
72,4/3/2014,23.48,374700
73,4/4/2014,23.02,322900
74,4/7/2014,23.02,238500
75,4/8/2014,23.969998999999998,522000
76,4/9/2014,23.639999,282000
77,4/10/2014,22.879998999999998,118000
78,4/11/2014,23.6,581500
79,4/14/2014,23.59,305200
80,4/15/2014,22.41,264700
81,4/16/2014,22.51,191000
82,4/17/2014,22.299999,367100
83,4/21/2014,23.389999,312400
84,4/22/2014,22.790001,202500
85,4/23/2014,22.870001000000002,302100
86,4/24/2014,23.379998999999998,134700
87,4/25/2014,22.09,328300
88,4/28/2014,22.59,289600
89,4/29/2014,22.48,151000
90,4/30/2014,23.139999,599000
91,5/1/2014,24.0,632300
92,5/2/2014,23.74,346000
93,5/5/2014,22.889999,191100
94,5/6/2014,22.200001,238400
95,5/7/2014,22.02,204000
96,5/8/2014,21.309998999999998,197100
97,5/9/2014,21.139999,202500
